record_id,date,book_id,book_title,author,category,department,publication_year,available_copies,borrowed_count,returned_count,renewal_count,reservation_count,semester,exam_period,holiday_indicator
1733,2023-03-01,BK0053,Principles of Civil,J. Verma,Civil,CIVIL,2015,30,30,9,4,0,Even,0,0
1734,2023-03-01,BK0054,Civil for Engineers,P. Nair,Civil,CIVIL,2003,63,19,11,1,1,Even,0,0
1735,2023-03-01,BK0055,Modern Civil,A. Nair,Civil,CIVIL,2018,42,6,4,0,2,Even,0,0
1736,2023-03-01,BK0056,Applied Civil,M. Singh,Civil,CIVIL,1999,55,30,28,3,0,Even,0,0
1737,2023-03-01,BK0057,Civil Concepts and Applications,K. Khan,Civil,CIVIL,2023,20,17,21,4,1,Even,0,0
1738,2023-03-01,BK0058,Essentials of Civil,R. Reddy,Civil,CIVIL,2007,19,50,39,7,17,Even,0,0
1739,2023-03-01,BK0059,Civil: Theory and Practice,N. Singh,Civil,CIVIL,2021,63,46,42,5,1,Even,0,0
1740,2023-03-01,BK0060,Understanding Civil,A. Kumar,Civil,CIVIL,1999,45,11,12,2,0,Even,0,0
1741,2023-03-01,BK0061,Introduction to Mathematics,M. Bose,Mathematics,SCIENCE,1995,65,21,17,3,0,Even,0,0
1742,2023-03-01,BK0062,Fundamentals of Mathematics,K. Sharma,Mathematics,SCIENCE,1996,68,21,17,5,1,Even,0,0
1743,2023-03-01,BK0063,Mathematics: A Practical Approach,P. Reddy,Mathematics,SCIENCE,2009,37,28,29,2,0,Even,0,0
1744,2023-03-01,BK0064,Advanced Mathematics,M. Nair,Mathematics,SCIENCE,2012,48,17,11,2,0,Even,0,0
1745,2023-03-01,BK0065,Principles of Mathematics,R. Khan,Mathematics,SCIENCE,2011,19,15,15,3,0,Even,0,0
1746,2023-03-01,BK0066,Mathematics for Engineers,K. Menon,Mathematics,SCIENCE,2015,16,5,8,2,0,Even,0,0
1747,2023-03-01,BK0067,Modern Mathematics,S. Gupta,Mathematics,SCIENCE,1997,41,41,38,7,0,Even,0,0
1748,2023-03-01,BK0068,Applied Mathematics,R. Menon,Mathematics,SCIENCE,2000,15,5,8,1,0,Even,0,0
1749,2023-03-01,BK0069,Mathematics Concepts and Applications,M. Gupta,Mathematics,SCIENCE,2016,61,27,20,3,1,Even,0,0
1750,2023-03-01,BK0070,Essentials of Mathematics,V. Khan,Mathematics,SCIENCE,2023,66,15,17,0,1,Even,0,0
1751,2023-03-01,BK0071,Mathematics: Theory and Practice,V. Bose,Mathematics,SCIENCE,1997,61,27,20,5,0,Even,0,0
1752,2023-03-01,BK0072,Understanding Mathematics,N. Khan,Mathematics,SCIENCE,2019,69,19,13,2,0,Even,0,0
1753,2023-03-01,BK0073,Introduction to Physics,M. Verma,Physics,SCIENCE,2007,32,9,6,1,0,Even,0,0
1754,2023-03-01,BK0074,Fundamentals of Physics,K. Bose,Physics,SCIENCE,2000,66,7,3,1,0,Even,0,0
1755,2023-03-01,BK0075,Physics: A Practical Approach,D. Kumar,Physics,SCIENCE,2010,18,17,12,1,0,Even,0,0
1756,2023-03-01,BK0076,Advanced Physics,V. Rao,Physics,SCIENCE,2000,16,6,6,1,0,Even,0,0
1757,2023-03-01,BK0077,Principles of Physics,K. Verma,Physics,SCIENCE,2007,58,12,16,1,0,Even,0,0
1758,2023-03-01,BK0078,Physics for Engineers,M. Bose,Physics,SCIENCE,1995,40,22,17,6,0,Even,0,0
1759,2023-03-01,BK0079,Modern Physics,P. Nair,Physics,SCIENCE,2004,58,21,25,1,0,Even,0,0
1760,2023-03-01,BK0080,Applied Physics,R. Singh,Physics,SCIENCE,2018,52,34,22,10,1,Even,0,0
1761,2023-03-01,BK0081,Physics Concepts and Applications,N. Reddy,Physics,SCIENCE,2006,49,26,21,4,0,Even,0,0
1762,2023-03-01,BK0082,Essentials of Physics,S. Sharma,Physics,SCIENCE,2008,44,23,10,4,0,Even,0,0
1763,2023-03-01,BK0083,Physics: Theory and Practice,S. Nair,Physics,SCIENCE,2002,53,12,14,2,0,Even,0,0
1764,2023-03-01,BK0084,Understanding Physics,V. Reddy,Physics,SCIENCE,2009,69,10,11,1,0,Even,0,0
1765,2023-03-01,BK0085,Introduction to Chemistry,R. Nair,Chemistry,SCIENCE,2009,61,14,25,2,1,Even,0,0
1766,2023-03-01,BK0086,Fundamentals of Chemistry,A. Iyer,Chemistry,SCIENCE,2021,69,24,11,5,0,Even,0,0
1767,2023-03-01,BK0087,Chemistry: A Practical Approach,A. Iyer,Chemistry,SCIENCE,2018,66,40,22,7,0,Even,0,0
1768,2023-03-01,BK0088,Advanced Chemistry,V. Singh,Chemistry,SCIENCE,2013,50,25,19,2,0,Even,0,0
1769,2023-03-01,BK0089,Principles of Chemistry,K. Menon,Chemistry,SCIENCE,2008,57,11,7,1,0,Even,0,0
1770,2023-03-01,BK0090,Chemistry for Engineers,D. Singh,Chemistry,SCIENCE,1998,62,3,5,0,0,Even,0,0
1771,2023-03-01,BK0091,Modern Chemistry,K. Nair,Chemistry,SCIENCE,2002,55,17,13,3,0,Even,0,0
1772,2023-03-01,BK0092,Applied Chemistry,P. Khan,Chemistry,SCIENCE,2019,15,28,20,2,4,Even,0,0
1773,2023-03-01,BK0093,Chemistry Concepts and Applications,P. Rao,Chemistry,SCIENCE,1997,66,16,17,3,1,Even,0,0
1774,2023-03-01,BK0094,Essentials of Chemistry,J. Menon,Chemistry,SCIENCE,2005,58,4,2,0,0,Even,0,0
1775,2023-03-01,BK0095,Chemistry: Theory and Practice,S. Bose,Chemistry,SCIENCE,2022,64,18,10,3,0,Even,0,0
1776,2023-03-01,BK0096,Understanding Chemistry,M. Sharma,Chemistry,SCIENCE,2023,54,4,5,0,0,Even,0,0
1777,2023-03-01,BK0097,Introduction to Business Management,A. Rao,Business Management,MBA,2007,43,10,12,0,1,Even,0,0
1778,2023-03-01,BK0098,Fundamentals of Business Management,V. Reddy,Business Management,MBA,2012,44,17,21,4,0,Even,0,0
1779,2023-03-01,BK0099,Business Management: A Practical Approach,P. Reddy,Business Management,MBA,2022,47,10,12,0,0,Even,0,0
1780,2023-03-01,BK0100,Advanced Business Management,N. Rao,Business Management,MBA,2018,37,8,13,2,0,Even,0,0
1781,2023-03-01,BK0101,Principles of Business Management,V. Bose,Business Management,MBA,2018,60,27,27,4,0,Even,0,0
1782,2023-03-01,BK0102,Business Management for Engineers,K. Iyer,Business Management,MBA,2001,47,4,4,0,1,Even,0,0
1783,2023-03-01,BK0103,Modern Business Management,N. Nair,Business Management,MBA,2017,69,11,4,0,0,Even,0,0
1784,2023-03-01,BK0104,Applied Business Management,K. Nair,Business Management,MBA,2020,36,34,37,7,0,Even,0,0
1785,2023-03-01,BK0105,Business Management Concepts and Applications,V. Sharma,Business Management,MBA,2002,16,15,16,1,2,Even,0,0
1786,2023-03-01,BK0106,Essentials of Business Management,J. Rao,Business Management,MBA,1996,37,23,35,4,0,Even,0,0
1787,2023-03-01,BK0107,Business Management: Theory and Practice,M. Khan,Business Management,MBA,2006,37,14,13,2,0,Even,0,0
1788,2023-03-01,BK0108,Understanding Business Management,M. Menon,Business Management,MBA,2007,67,34,29,4,0,Even,0,0
1789,2023-03-01,BK0109,Introduction to English Literature,N. Menon,English Literature,HUMANITIES,2013,67,12,15,2,0,Even,0,0
1790,2023-03-01,BK0110,Fundamentals of English Literature,K. Reddy,English Literature,HUMANITIES,2001,54,30,14,7,0,Even,0,0
1791,2023-03-01,BK0111,English Literature: A Practical Approach,S. Bose,English Literature,HUMANITIES,1997,66,37,43,8,0,Even,0,0
1792,2023-03-01,BK0112,Advanced English Literature,A. Khan,English Literature,HUMANITIES,2011,15,10,9,2,1,Even,0,0
1793,2023-03-01,BK0113,Principles of English Literature,J. Khan,English Literature,HUMANITIES,2006,33,14,10,4,0,Even,0,0
1794,2023-03-01,BK0114,English Literature for Engineers,M. Verma,English Literature,HUMANITIES,2006,30,40,43,4,7,Even,0,0
1795,2023-03-01,BK0115,Modern English Literature,V. Reddy,English Literature,HUMANITIES,2009,40,30,21,2,0,Even,0,0
1796,2023-03-01,BK0116,Applied English Literature,J. Menon,English Literature,HUMANITIES,2020,21,30,17,3,4,Even,0,0
1797,2023-03-01,BK0117,English Literature Concepts and Applications,M. Rao,English Literature,HUMANITIES,2012,56,19,13,4,0,Even,0,0
1798,2023-03-01,BK0118,Essentials of English Literature,N. Sharma,English Literature,HUMANITIES,2005,54,10,8,1,0,Even,0,0
1799,2023-03-01,BK0119,English Literature: Theory and Practice,D. Rao,English Literature,HUMANITIES,2007,56,48,36,8,0,Even,0,0
1800,2023-03-01,BK0120,Understanding English Literature,R. Rao,English Literature,HUMANITIES,1997,53,5,4,0,0,Even,0,0
1801,2023-04-01,BK0001,Introduction to Computer Science,N. Iyer,Computer Science,CSE,2016,67,12,9,2,1,Even,1,0
1802,2023-04-01,BK0002,Fundamentals of Computer Science,R. Singh,Computer Science,CSE,2016,58,43,17,6,0,Even,1,0
1803,2023-04-01,BK0003,Computer Science: A Practical Approach,J. Sharma,Computer Science,CSE,2006,69,9,3,3,0,Even,1,0
1804,2023-04-01,BK0004,Advanced Computer Science,K. Gupta,Computer Science,CSE,2022,28,39,10,3,11,Even,1,0
1805,2023-04-01,BK0005,Principles of Computer Science,R. Menon,Computer Science,CSE,2008,31,13,4,5,1,Even,1,0
1806,2023-04-01,BK0006,Computer Science for Engineers,K. Kumar,Computer Science,CSE,2012,40,19,6,2,1,Even,1,0
1807,2023-04-01,BK0007,Modern Computer Science,R. Menon,Computer Science,CSE,2010,59,47,25,3,1,Even,1,0
1808,2023-04-01,BK0008,Applied Computer Science,R. Nair,Computer Science,CSE,2007,15,48,19,3,21,Even,1,0
1809,2023-04-01,BK0009,Computer Science Concepts and Applications,J. Rao,Computer Science,CSE,2021,19,9,4,2,0,Even,1,0
1810,2023-04-01,BK0010,Essentials of Computer Science,D. Rao,Computer Science,CSE,2017,37,10,6,2,0,Even,1,0
1811,2023-04-01,BK0011,Computer Science: Theory and Practice,V. Nair,Computer Science,CSE,2020,69,24,10,6,1,Even,1,0
1812,2023-04-01,BK0012,Understanding Computer Science,N. Khan,Computer Science,CSE,2001,63,54,30,8,0,Even,1,0
1813,2023-04-01,BK0013,Introduction to Data Science,K. Iyer,Data Science,CSE,2016,42,30,13,5,1,Even,1,0
1814,2023-04-01,BK0014,Fundamentals of Data Science,R. Menon,Data Science,CSE,2005,69,40,19,6,0,Even,1,0
1815,2023-04-01,BK0015,Data Science: A Practical Approach,J. Rao,Data Science,CSE,2021,23,30,14,2,3,Even,1,0
1816,2023-04-01,BK0016,Advanced Data Science,M. Sharma,Data Science,CSE,2003,66,32,21,5,0,Even,1,0
1817,2023-04-01,BK0017,Principles of Data Science,A. Sharma,Data Science,CSE,1996,16,22,4,1,3,Even,1,0
1818,2023-04-01,BK0018,Data Science for Engineers,P. Rao,Data Science,CSE,2000,46,17,11,2,0,Even,1,0
1819,2023-04-01,BK0019,Modern Data Science,N. Iyer,Data Science,CSE,2010,30,24,15,2,0,Even,1,0
1820,2023-04-01,BK0020,Applied Data Science,A. Gupta,Data Science,CSE,2013,40,21,8,5,0,Even,1,0
1821,2023-04-01,BK0021,Data Science Concepts and Applications,S. Reddy,Data Science,CSE,2019,39,15,2,6,2,Even,1,0
1822,2023-04-01,BK0022,Essentials of Data Science,R. Rao,Data Science,CSE,2014,63,20,12,1,1,Even,1,0
1823,2023-04-01,BK0023,Data Science: Theory and Practice,R. Sharma,Data Science,CSE,2018,47,19,10,0,1,Even,1,0
1824,2023-04-01,BK0024,Understanding Data Science,V. Iyer,Data Science,CSE,2019,49,84,27,7,21,Even,1,0
1825,2023-04-01,BK0025,Introduction to Electronics,J. Kumar,Electronics,ECE,2015,62,28,19,6,0,Even,1,0
1826,2023-04-01,BK0026,Fundamentals of Electronics,K. Singh,Electronics,ECE,2013,36,10,6,1,0,Even,1,0
1827,2023-04-01,BK0027,Electronics: A Practical Approach,N. Bose,Electronics,ECE,1999,62,53,23,6,0,Even,1,0
1828,2023-04-01,BK0028,Advanced Electronics,S. Iyer,Electronics,ECE,2015,20,20,11,3,0,Even,1,0
1829,2023-04-01,BK0029,Principles of Electronics,S. Verma,Electronics,ECE,1997,32,37,23,5,0,Even,1,0
1830,2023-04-01,BK0030,Electronics for Engineers,J. Menon,Electronics,ECE,2016,37,14,15,4,1,Even,1,0
1831,2023-04-01,BK0031,Modern Electronics,R. Khan,Electronics,ECE,2020,49,24,8,3,1,Even,1,0
1832,2023-04-01,BK0032,Applied Electronics,R. Gupta,Electronics,ECE,2002,60,21,9,2,0,Even,1,0
1833,2023-04-01,BK0033,Electronics Concepts and Applications,S. Rao,Electronics,ECE,2016,36,27,12,4,0,Even,1,0
1834,2023-04-01,BK0034,Essentials of Electronics,A. Iyer,Electronics,ECE,2022,58,17,11,1,0,Even,1,0
1835,2023-04-01,BK0035,Electronics: Theory and Practice,M. Rao,Electronics,ECE,2011,33,91,49,11,32,Even,1,0
1836,2023-04-01,BK0036,Understanding Electronics,D. Rao,Electronics,ECE,1995,15,98,40,14,49,Even,1,0
1837,2023-04-01,BK0037,Introduction to Mechanical,R. Bose,Mechanical,MECH,2017,17,41,17,4,12,Even,1,0
1838,2023-04-01,BK0038,Fundamentals of Mechanical,D. Reddy,Mechanical,MECH,2008,66,49,37,10,1,Even,1,0
1839,2023-04-01,BK0039,Mechanical: A Practical Approach,M. Verma,Mechanical,MECH,2014,45,15,8,3,0,Even,1,0
1840,2023-04-01,BK0040,Advanced Mechanical,D. Menon,Mechanical,MECH,2010,69,43,22,9,0,Even,1,0
1841,2023-04-01,BK0041,Principles of Mechanical,R. Sharma,Mechanical,MECH,2005,51,27,20,2,0,Even,1,0
1842,2023-04-01,BK0042,Mechanical for Engineers,S. Sharma,Mechanical,MECH,1996,65,31,22,2,0,Even,1,0
1843,2023-04-01,BK0043,Modern Mechanical,R. Reddy,Mechanical,MECH,2020,67,31,16,2,1,Even,1,0
1844,2023-04-01,BK0044,Applied Mechanical,R. Khan,Mechanical,MECH,2003,38,8,5,2,0,Even,1,0
1845,2023-04-01,BK0045,Mechanical Concepts and Applications,S. Sharma,Mechanical,MECH,2017,27,13,13,1,1,Even,1,0
1846,2023-04-01,BK0046,Essentials of Mechanical,N. Gupta,Mechanical,MECH,2007,33,21,8,5,0,Even,1,0
1847,2023-04-01,BK0047,Mechanical: Theory and Practice,A. Iyer,Mechanical,MECH,1997,26,18,7,1,1,Even,1,0
1848,2023-04-01,BK0048,Understanding Mechanical,J. Iyer,Mechanical,MECH,2004,53,17,15,2,0,Even,1,0
1849,2023-04-01,BK0049,Introduction to Civil,D. Nair,Civil,CIVIL,2000,21,25,17,4,2,Even,1,0
1850,2023-04-01,BK0050,Fundamentals of Civil,V. Menon,Civil,CIVIL,2002,62,63,41,11,0,Even,1,0
1851,2023-04-01,BK0051,Civil: A Practical Approach,A. Bose,Civil,CIVIL,1997,59,11,9,4,0,Even,1,0
1852,2023-04-01,BK0052,Advanced Civil,R. Verma,Civil,CIVIL,1997,27,20,10,2,1,Even,1,0
1853,2023-04-01,BK0053,Principles of Civil,J. Verma,Civil,CIVIL,2015,30,30,24,1,0,Even,1,0
1854,2023-04-01,BK0054,Civil for Engineers,P. Nair,Civil,CIVIL,2003,63,25,16,3,1,Even,1,0
1855,2023-04-01,BK0055,Modern Civil,A. Nair,Civil,CIVIL,2018,42,12,6,1,2,Even,1,0
1856,2023-04-01,BK0056,Applied Civil,M. Singh,Civil,CIVIL,1999,55,59,25,5,1,Even,1,0
1857,2023-04-01,BK0057,Civil Concepts and Applications,K. Khan,Civil,CIVIL,2023,20,29,16,4,3,Even,1,0
1858,2023-04-01,BK0058,Essentials of Civil,R. Reddy,Civil,CIVIL,2007,19,75,46,13,22,Even,1,0
1859,2023-04-01,BK0059,Civil: Theory and Practice,N. Singh,Civil,CIVIL,2021,63,64,41,6,1,Even,1,0
1860,2023-04-01,BK0060,Understanding Civil,A. Kumar,Civil,CIVIL,1999,45,21,10,2,0,Even,1,0
1861,2023-04-01,BK0061,Introduction to Mathematics,M. Bose,Mathematics,SCIENCE,1995,65,28,18,6,1,Even,1,0
1862,2023-04-01,BK0062,Fundamentals of Mathematics,K. Sharma,Mathematics,SCIENCE,1996,68,49,17,13,0,Even,1,0
1863,2023-04-01,BK0063,Mathematics: A Practical Approach,P. Reddy,Mathematics,SCIENCE,2009,37,58,19,8,9,Even,1,0
1864,2023-04-01,BK0064,Advanced Mathematics,M. Nair,Mathematics,SCIENCE,2012,48,25,16,2,0,Even,1,0
1865,2023-04-01,BK0065,Principles of Mathematics,R. Khan,Mathematics,SCIENCE,2011,19,25,10,4,3,Even,1,0
1866,2023-04-01,BK0066,Mathematics for Engineers,K. Menon,Mathematics,SCIENCE,2015,16,10,5,1,0,Even,1,0
1867,2023-04-01,BK0067,Modern Mathematics,S. Gupta,Mathematics,SCIENCE,1997,41,104,32,21,38,Even,1,0
1868,2023-04-01,BK0068,Applied Mathematics,R. Menon,Mathematics,SCIENCE,2000,15,11,3,1,0,Even,1,0
1869,2023-04-01,BK0069,Mathematics Concepts and Applications,M. Gupta,Mathematics,SCIENCE,2016,61,40,24,7,0,Even,1,0
1870,2023-04-01,BK0070,Essentials of Mathematics,V. Khan,Mathematics,SCIENCE,2023,66,31,10,5,0,Even,1,0
1871,2023-04-01,BK0071,Mathematics: Theory and Practice,V. Bose,Mathematics,SCIENCE,1997,61,45,24,7,1,Even,1,0
1872,2023-04-01,BK0072,Understanding Mathematics,N. Khan,Mathematics,SCIENCE,2019,69,27,15,7,2,Even,1,0
1873,2023-04-01,BK0073,Introduction to Physics,M. Verma,Physics,SCIENCE,2007,32,14,8,4,1,Even,1,0
1874,2023-04-01,BK0074,Fundamentals of Physics,K. Bose,Physics,SCIENCE,2000,66,12,6,2,0,Even,1,0
1875,2023-04-01,BK0075,Physics: A Practical Approach,D. Kumar,Physics,SCIENCE,2010,18,19,16,6,0,Even,1,0
1876,2023-04-01,BK0076,Advanced Physics,V. Rao,Physics,SCIENCE,2000,16,7,5,0,0,Even,1,0
1877,2023-04-01,BK0077,Principles of Physics,K. Verma,Physics,SCIENCE,2007,58,26,12,1,1,Even,1,0
1878,2023-04-01,BK0078,Physics for Engineers,M. Bose,Physics,SCIENCE,1995,40,40,18,4,0,Even,1,0
1879,2023-04-01,BK0079,Modern Physics,P. Nair,Physics,SCIENCE,2004,58,31,18,7,0,Even,1,0
1880,2023-04-01,BK0080,Applied Physics,R. Singh,Physics,SCIENCE,2018,52,47,28,5,0,Even,1,0
1881,2023-04-01,BK0081,Physics Concepts and Applications,N. Reddy,Physics,SCIENCE,2006,49,38,19,7,0,Even,1,0
1882,2023-04-01,BK0082,Essentials of Physics,S. Sharma,Physics,SCIENCE,2008,44,28,19,3,0,Even,1,0
1883,2023-04-01,BK0083,Physics: Theory and Practice,S. Nair,Physics,SCIENCE,2002,53,14,10,0,0,Even,1,0
1884,2023-04-01,BK0084,Understanding Physics,V. Reddy,Physics,SCIENCE,2009,69,18,7,3,0,Even,1,0
1885,2023-04-01,BK0085,Introduction to Chemistry,R. Nair,Chemistry,SCIENCE,2009,61,21,10,2,0,Even,1,0
1886,2023-04-01,BK0086,Fundamentals of Chemistry,A. Iyer,Chemistry,SCIENCE,2021,69,32,21,3,1,Even,1,0
1887,2023-04-01,BK0087,Chemistry: A Practical Approach,A. Iyer,Chemistry,SCIENCE,2018,66,37,38,6,0,Even,1,0
1888,2023-04-01,BK0088,Advanced Chemistry,V. Singh,Chemistry,SCIENCE,2013,50,36,22,1,0,Even,1,0
1889,2023-04-01,BK0089,Principles of Chemistry,K. Menon,Chemistry,SCIENCE,2008,57,14,10,0,1,Even,1,0
1890,2023-04-01,BK0090,Chemistry for Engineers,D. Singh,Chemistry,SCIENCE,1998,62,6,3,2,0,Even,1,0
1891,2023-04-01,BK0091,Modern Chemistry,K. Nair,Chemistry,SCIENCE,2002,55,23,14,6,0,Even,1,0
1892,2023-04-01,BK0092,Applied Chemistry,P. Khan,Chemistry,SCIENCE,2019,15,34,25,6,7,Even,1,0
1893,2023-04-01,BK0093,Chemistry Concepts and Applications,P. Rao,Chemistry,SCIENCE,1997,66,40,13,4,0,Even,1,0
1894,2023-04-01,BK0094,Essentials of Chemistry,J. Menon,Chemistry,SCIENCE,2005,58,5,4,1,0,Even,1,0
1895,2023-04-01,BK0095,Chemistry: Theory and Practice,S. Bose,Chemistry,SCIENCE,2022,64,19,16,3,0,Even,1,0
1896,2023-04-01,BK0096,Understanding Chemistry,M. Sharma,Chemistry,SCIENCE,2023,54,17,4,0,0,Even,1,0
1897,2023-04-01,BK0097,Introduction to Business Management,A. Rao,Business Management,MBA,2007,43,23,7,3,0,Even,1,0
1898,2023-04-01,BK0098,Fundamentals of Business Management,V. Reddy,Business Management,MBA,2012,44,28,16,4,0,Even,1,0
1899,2023-04-01,BK0099,Business Management: A Practical Approach,P. Reddy,Business Management,MBA,2022,47,25,10,4,1,Even,1,0
1900,2023-04-01,BK0100,Advanced Business Management,N. Rao,Business Management,MBA,2018,37,21,6,4,0,Even,1,0
1901,2023-04-01,BK0101,Principles of Business Management,V. Bose,Business Management,MBA,2018,60,31,22,7,0,Even,1,0
1902,2023-04-01,BK0102,Business Management for Engineers,K. Iyer,Business Management,MBA,2001,47,7,4,2,0,Even,1,0
1903,2023-04-01,BK0103,Modern Business Management,N. Nair,Business Management,MBA,2017,69,7,8,1,0,Even,1,0
1904,2023-04-01,BK0104,Applied Business Management,K. Nair,Business Management,MBA,2020,36,61,26,9,16,Even,1,0
1905,2023-04-01,BK0105,Business Management Concepts and Applications,V. Sharma,Business Management,MBA,2002,16,17,10,4,2,Even,1,0
1906,2023-04-01,BK0106,Essentials of Business Management,J. Rao,Business Management,MBA,1996,37,27,19,6,0,Even,1,0
1907,2023-04-01,BK0107,Business Management: Theory and Practice,M. Khan,Business Management,MBA,2006,37,15,10,1,0,Even,1,0
1908,2023-04-01,BK0108,Understanding Business Management,M. Menon,Business Management,MBA,2007,67,51,28,6,1,Even,1,0
1909,2023-04-01,BK0109,Introduction to English Literature,N. Menon,English Literature,HUMANITIES,2013,67,18,10,5,0,Even,1,0
1910,2023-04-01,BK0110,Fundamentals of English Literature,K. Reddy,English Literature,HUMANITIES,2001,54,13,23,5,0,Even,1,0
1911,2023-04-01,BK0111,English Literature: A Practical Approach,S. Bose,English Literature,HUMANITIES,1997,66,54,33,9,0,Even,1,0
1912,2023-04-01,BK0112,Advanced English Literature,A. Khan,English Literature,HUMANITIES,2011,15,11,8,1,0,Even,1,0
1913,2023-04-01,BK0113,Principles of English Literature,J. Khan,English Literature,HUMANITIES,2006,33,11,11,1,0,Even,1,0
1914,2023-04-01,BK0114,English Literature for Engineers,M. Verma,English Literature,HUMANITIES,2006,30,55,36,3,7,Even,1,0
1915,2023-04-01,BK0115,Modern English Literature,V. Reddy,English Literature,HUMANITIES,2009,40,29,24,6,0,Even,1,0
1916,2023-04-01,BK0116,Applied English Literature,J. Menon,English Literature,HUMANITIES,2020,21,25,26,4,0,Even,1,0
1917,2023-04-01,BK0117,English Literature Concepts and Applications,M. Rao,English Literature,HUMANITIES,2012,56,26,17,3,0,Even,1,0
1918,2023-04-01,BK0118,Essentials of English Literature,N. Sharma,English Literature,HUMANITIES,2005,54,16,7,3,1,Even,1,0
1919,2023-04-01,BK0119,English Literature: Theory and Practice,D. Rao,English Literature,HUMANITIES,2007,56,49,41,5,0,Even,1,0
1920,2023-04-01,BK0120,Understanding English Literature,R. Rao,English Literature,HUMANITIES,1997,53,3,4,0,0,Even,1,0
1921,2023-05-01,BK0001,Introduction to Computer Science,N. Iyer,Computer Science,CSE,2016,67,20,9,2,0,Even,1,0
1922,2023-05-01,BK0002,Fundamentals of Computer Science,R. Singh,Computer Science,CSE,2016,58,36,36,5,0,Even,1,0
1923,2023-05-01,BK0003,Computer Science: A Practical Approach,J. Sharma,Computer Science,CSE,2006,69,4,6,0,0,Even,1,0
1924,2023-05-01,BK0004,Advanced Computer Science,K. Gupta,Computer Science,CSE,2022,28,35,36,5,4,Even,1,0
1925,2023-05-01,BK0005,Principles of Computer Science,R. Menon,Computer Science,CSE,2008,31,13,8,1,0,Even,1,0
1926,2023-05-01,BK0006,Computer Science for Engineers,K. Kumar,Computer Science,CSE,2012,40,18,17,5,1,Even,1,0
1927,2023-05-01,BK0007,Modern Computer Science,R. Menon,Computer Science,CSE,2010,59,34,43,6,0,Even,1,0
1928,2023-05-01,BK0008,Applied Computer Science,R. Nair,Computer Science,CSE,2007,15,28,42,2,10,Even,1,0
1929,2023-05-01,BK0009,Computer Science Concepts and Applications,J. Rao,Computer Science,CSE,2021,19,12,6,0,0,Even,1,0
1930,2023-05-01,BK0010,Essentials of Computer Science,D. Rao,Computer Science,CSE,2017,37,13,8,1,0,Even,1,0
1931,2023-05-01,BK0011,Computer Science: Theory and Practice,V. Nair,Computer Science,CSE,2020,69,28,22,2,0,Even,1,0
1932,2023-05-01,BK0012,Understanding Computer Science,N. Khan,Computer Science,CSE,2001,63,54,50,6,0,Even,1,0
1933,2023-05-01,BK0013,Introduction to Data Science,K. Iyer,Data Science,CSE,2016,42,23,24,6,0,Even,1,0
1934,2023-05-01,BK0014,Fundamentals of Data Science,R. Menon,Data Science,CSE,2005,69,34,37,1,0,Even,1,0
1935,2023-05-01,BK0015,Data Science: A Practical Approach,J. Rao,Data Science,CSE,2021,23,34,27,6,6,Even,1,0
1936,2023-05-01,BK0016,Advanced Data Science,M. Sharma,Data Science,CSE,2003,66,26,29,3,0,Even,1,0
1937,2023-05-01,BK0017,Principles of Data Science,A. Sharma,Data Science,CSE,1996,16,14,18,2,1,Even,1,0
1938,2023-05-01,BK0018,Data Science for Engineers,P. Rao,Data Science,CSE,2000,46,30,12,1,0,Even,1,0
1939,2023-05-01,BK0019,Modern Data Science,N. Iyer,Data Science,CSE,2010,30,25,20,3,4,Even,1,0
1940,2023-05-01,BK0020,Applied Data Science,A. Gupta,Data Science,CSE,2013,40,22,16,4,0,Even,1,0
1941,2023-05-01,BK0021,Data Science Concepts and Applications,S. Reddy,Data Science,CSE,2019,39,18,14,2,0,Even,1,0
1942,2023-05-01,BK0022,Essentials of Data Science,R. Rao,Data Science,CSE,2014,63,23,14,4,0,Even,1,0
1943,2023-05-01,BK0023,Data Science: Theory and Practice,R. Sharma,Data Science,CSE,2018,47,28,18,4,0,Even,1,0
1944,2023-05-01,BK0024,Understanding Data Science,V. Iyer,Data Science,CSE,2019,49,71,76,12,15,Even,1,0
1945,2023-05-01,BK0025,Introduction to Electronics,J. Kumar,Electronics,ECE,2015,62,26,21,3,1,Even,1,0
1946,2023-05-01,BK0026,Fundamentals of Electronics,K. Singh,Electronics,ECE,2013,36,7,10,0,0,Even,1,0
1947,2023-05-01,BK0027,Electronics: A Practical Approach,N. Bose,Electronics,ECE,1999,62,39,45,3,0,Even,1,0
1948,2023-05-01,BK0028,Advanced Electronics,S. Iyer,Electronics,ECE,2015,20,21,14,2,1,Even,1,0
1949,2023-05-01,BK0029,Principles of Electronics,S. Verma,Electronics,ECE,1997,32,30,35,8,0,Even,1,0
1950,2023-05-01,BK0030,Electronics for Engineers,J. Menon,Electronics,ECE,2016,37,30,12,9,1,Even,1,0
1951,2023-05-01,BK0031,Modern Electronics,R. Khan,Electronics,ECE,2020,49,20,21,2,0,Even,1,0
1952,2023-05-01,BK0032,Applied Electronics,R. Gupta,Electronics,ECE,2002,60,14,18,1,0,Even,1,0
1953,2023-05-01,BK0033,Electronics Concepts and Applications,S. Rao,Electronics,ECE,2016,36,31,24,4,0,Even,1,0
1954,2023-05-01,BK0034,Essentials of Electronics,A. Iyer,Electronics,ECE,2022,58,16,16,4,1,Even,1,0
